StockCode,Description,QuantitySold,CurrentPrice,Revenue,RecommendedPrice,Discount(%),ProfitCategory
84568,GIRLS ALPHABET IRON ON PATCHES ,11040,0.20304347826086958,2088.0,1.85,0,Medium Profit
84569A,PACK 3 IRON ON DOG PATCHES,191,1.2965384615384616,239.96,4.01,10,Low Profit
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,75,1.25,93.75,4.04,10,Low Profit
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,1.25,4.05,10,Low Profit
84569D,PACK 6 HEART/ICE-CREAM PATCHES,268,1.2855882352941177,337.42,4.0,10,Low Profit
84575A,PINK DOG CANNISTER,14,3.95,39.3,4.05,10,Low Profit
84576,BLUE CAT BISCUIT BARREL PINK HEART,57,1.9500000000000002,111.14999999999999,4.04,10,Low Profit
84580,MOUSE TOY WITH PINK T-SHIRT,334,3.765573770491803,1256.3,3.99,10,Medium Profit
84581,DOG TOY WITH PINK CROCHET SKIRT,164,3.7608571428571427,615.76,4.02,10,Low Profit
84584,PINK GINGHAM CAT WITH SCARF,83,2.55,211.64999999999998,4.04,10,Low Profit
84592,CROCHET ROSE PURSE WITH SUEDE BACK,70,2.95,206.50000000000003,4.04,10,Low Profit
84593,CROCHET ROSE DES CLOTHES HANGER,5,2.95,14.750000000000002,4.05,10,Low Profit
84595E,LARGE TORTILLA DESIGN RED BOWL,64,2.1166666666666667,109.79999999999998,4.04,10,Low Profit
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4436,0.48358695652173916,2040.19,3.17,0,Medium Profit
84596E,SMALL LICORICE DES PINK BOWL,391,0.7702857142857144,252.63,3.97,10,Low Profit
84596F,SMALL MARSHMALLOWS PINK BOWL,3285,0.49737373737373736,1553.25,3.4,0,Medium Profit
84596G,SMALL CHOCOLATES PINK BOWL,1660,0.4859375,774.18,3.72,0,Low Profit
84596J,MIXED NUTS LIGHT GREEN BOWL,469,0.5122222222222222,205.28,3.96,10,Low Profit
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1038,0.48303797468354426,440.94,3.84,0,Low Profit
84597B,RETRO BROWN BALL ASHTRAY ,41,1.25,51.25,4.04,10,Low Profit
84597C,RETRO PINK BALL ASHTRAY ,46,1.25,57.5,4.04,10,Low Profit
84598,BOYS ALPHABET IRON ON PATCHES,1248,0.21000000000000002,262.08,3.8,0,Low Profit
84600,NEW BAROQUE JEWELLERY BOX ,48,7.85,367.6,4.04,10,Low Profit
84609,TALL ROCOCO CANDLE HOLDER,90,8.352941176470589,720.0,4.03,10,Low Profit
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,4.65,27.900000000000002,4.05,10,Low Profit
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,4.65,4.05,10,Low Profit
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,5.95,11.9,4.05,10,Low Profit
84616,SILVER ROCCOCO CHANDELIER,11,29.95,329.45,4.05,10,Low Profit
84617,NEW BAROQUE BLACK BOXES,3,12.75,38.25,4.05,10,Low Profit
84620,BLUE GINGHAM ROSE CUSHION COVER,2,5.95,11.9,4.05,10,Low Profit
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,455,1.4596774193548387,470.75,3.96,10,Low Profit
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,439,1.5250000000000001,478.15,3.96,10,Low Profit
84629,WHITE 3 FRAME BIRDS AND TREE ,20,10.05,150.0,4.05,10,Low Profit
84631,FRUIT TREE AND BIRDS WALL PLAQUE,16,7.949999999999999,127.2,4.05,10,Low Profit
84632,DECORATIVE HANGING SHELVING UNIT,6,59.95,359.70000000000005,4.05,10,Low Profit
84637,KITCHEN FLOWER POTS WALL PLAQUE,29,5.950000000000001,172.55,4.05,10,Low Profit
84638,SMALL KITCHEN FLOWER POTS PLAQUE,19,6.95,132.05,4.05,10,Low Profit
84658,WHITE STITCHED CUSHION COVER,44,7.028823529411765,308.48,4.04,10,Low Profit
84659A,WHITE TRAVEL ALARM CLOCK,134,2.4695454545454543,314.31,4.02,10,Low Profit
84660A,WHITE STITCHED WALL CLOCK,837,1.3680555555555556,761.9,3.88,5,Low Profit
84660B,BLACK STITCHED WALL CLOCK,695,1.3410344827586207,684.65,3.91,5,Low Profit
84660C,PINK STITCHED WALL CLOCK,639,1.0018518518518518,590.57,3.92,5,Low Profit
84661A,WHITE SQUARE TABLE CLOCK,94,2.129090909090909,132.99,4.03,10,Low Profit
84661B,BLACK SQUARE TABLE CLOCK,95,2.5658333333333334,225.48999999999998,4.03,10,Low Profit
84661C,PINK SQUARE TABLE CLOCK,62,1.494,70.10000000000001,4.04,10,Low Profit
84663A,GRASS HOPPER WOODEN WALL CLOCK ,260,2.1212,324.04,4.0,10,Low Profit
84665,SQUARE CHERRY BLOSSOM CABINET,105,5.95,624.75,4.03,10,Low Profit
84666,SQUARE CHERRY BLOSSOM CABINET,24,3.95,94.80000000000001,4.05,10,Low Profit
84673A,PINK FLY SWAT,63,0.6500000000000001,40.95,4.04,10,Low Profit
84673B,BLUE FLY SWAT,135,0.86,114.21000000000001,4.02,10,Low Profit
84674,FLYING PIG WATERING CAN,186,2.825609756097561,426.3,4.01,10,Low Profit
84675,FROG KING WATERING CAN,9,2.95,26.55,4.05,10,Low Profit
84678,CLASSICAL ROSE SMALL VASE,138,2.1599999999999997,227.1,4.02,10,Low Profit
84679,CLASSICAL ROSE TABLE LAMP,6,11.95,55.7,4.05,10,Low Profit
84683,CLASSICAL ROSE CANDLESTAND,187,0.9928571428571429,147.35000000000002,4.01,10,Low Profit
84685,BEACH HUT KEY CABINET,21,3.75,78.75,4.05,10,Low Profit
84686,BEACH HUT MIRROR,49,2.9525,66.39,4.04,10,Low Profit
84687,BEACH HUT SHELF W 3 DRAWERS,70,5.7,376.5,4.04,10,Low Profit
84688,BEACH HUT DESIGN BLACKBOARD,34,4.25,144.5,4.04,10,Low Profit
84689,S/2 BEACH HUT TREASURE CHESTS,3,3.975,9.95,4.05,10,Low Profit
84691,PACK 20 DOLLY PEGS,242,0.7525,174.5,4.0,10,Low Profit
84692,BOX OF 24 COCKTAIL PARASOLS,6803,0.430972972972973,2808.57,2.7,0,Medium Profit
84705C,PINK FLOCK PHOTO FRAME ,12,1.25,15.0,4.05,10,Low Profit
84706D,CHERRY BLOSSOM TABLE CLOCK ,6,4.283333333333333,25.7,4.05,10,Low Profit
84706F,RED PEONY TABLE CLOCK,16,2.95,47.2,4.05,10,Low Profit
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,66,9.5512,440.73999999999995,4.04,10,Low Profit
84707B,PINK JEWELLED MIRROR TRINKET TRAY,29,8.873846153846154,178.56,4.05,10,Low Profit
84708B,PINK JEWELLED PHOTO FRAME ,53,4.8500000000000005,256.75,4.04,10,Low Profit
84709B,PINK OVAL JEWELLED MIRROR,20,5.95,119.0,4.05,10,Low Profit
84711A,SILVER OVAL SHAPE TRINKET BOX,14,9.95,139.29999999999998,4.05,10,Low Profit
84711B,PINK OVAL SHAPE TRINKET BOX,15,9.95,149.25,4.05,10,Low Profit
84712B,PINK JEWELLED PHOTO FRAME,19,7.805454545454546,147.87,4.05,10,Low Profit
84715,SET OF 6 ICE CREAM SKITTLES,16,2.9500000000000006,47.2,4.05,10,Low Profit
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,3.9499999999999997,97.95,4.04,10,Low Profit
84725,FREESTYLE CANVAS ART PICTURE,41,1.2444444444444445,39.65,4.04,10,Low Profit
84731,3 BIRDS CANVAS SCREEN,2,1.02,2.04,4.05,10,Low Profit
84732B,CUTE BIRD CEATURE SCREEN,22,0.39,8.58,4.05,10,Low Profit
84732D,CUTE RABBIT CEATURE SCREEN ,11,0.39,4.29,4.05,10,Low Profit
84741C,CITRUS GARLAND FELT FLOWERS ,60,1.95,117.0,4.04,10,Low Profit
84743C,ORANGE FELT VASE + FLOWERS,1,1.25,1.25,4.05,10,Low Profit
84744,S/6 SEW ON CROCHET FLOWERS,108,1.25,135.0,4.03,10,Low Profit
84745A,PINK HANGING GINGHAM EASTER HEN,32,0.42000000000000004,13.44,4.05,10,Low Profit
84745B,BLUE HANGING GINGHAM EASTER HEN,32,0.42000000000000004,13.44,4.05,10,Low Profit
84746,PINK EASTER HENS+FLOWER,3,3.75,11.25,4.05,10,Low Profit
84748,FOLK FELT HANGING MULTICOL GARLAND,24,3.75,90.0,4.05,10,Low Profit
84750A,PINK SMALL GLASS CAKE STAND,24,1.95,46.8,4.05,10,Low Profit
84750B,BLACK SMALL GLASS CAKE STAND,61,1.17,54.99,4.04,10,Low Profit
84751B,BLACK MEDIUM GLASS CAKE STAND,17,1.9,37.11,4.05,10,Low Profit
84754,S/15 SILVER GLASS BAUBLES IN BAG,502,1.2397297297297296,586.46,3.95,5,Low Profit
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,15563,0.648377358490566,9566.51,0.95,0,High Profit
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,1.45,62.349999999999994,4.04,10,Low Profit
84763,ZINC FINISH 15CM PLANTER POTS,573,1.2422448979591836,679.01,3.94,5,Low Profit
84766,SILVER ROCOCO CANDLE STICK,146,3.3785714285714286,340.7,4.02,10,Low Profit
84773,RED ROSE AND LACE C/COVER,3,2.95,8.850000000000001,4.05,10,Low Profit
84789,ENCHANTED BIRD PLANT CAGE,180,3.6383720930232557,595.8000000000001,4.02,10,Low Profit
84792,ENCHANTED BIRD COATHANGER 5 HOOK,774,4.666197916666667,3470.5400000000004,3.9,5,Medium Profit
84795B,SUNSET CHECK HAMMOCK,167,7.8,1249.65,4.02,10,Medium Profit
84795C,OCEAN STRIPE HAMMOCK ,2,7.95,15.9,4.05,10,Low Profit
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,14,12.75,178.5,4.05,10,Low Profit
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,69,12.43235294117647,793.3499999999999,4.04,10,Low Profit
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,14,2.55,35.699999999999996,4.05,10,Low Profit
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,2.55,17.849999999999998,4.05,10,Low Profit
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,220,0.9733333333333333,155.48,4.01,10,Low Profit
84800L,LARGE WHITE/PINK ROSE ART FLOWER,360,1.9245454545454548,639.36,3.98,10,Low Profit
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,1.5372727272727273,174.31,4.03,10,Low Profit
84800S,SMALL WHITE/PINK ROSE ART FLOWER,107,1.2077777777777778,120.07000000000001,4.03,10,Low Profit
84801A,PINK HYDRANGEA ART FLOWER,46,2.1,96.60000000000001,4.04,10,Low Profit
84801B,WHITE HYDRANGEA ART FLOWER,22,2.1,46.2,4.05,10,Low Profit
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,1.69,3.38,4.05,10,Low Profit
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,1.69,6.76,4.05,10,Low Profit
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,15,1.6900000000000002,25.35,4.05,10,Low Profit
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,2.68,180.58,4.04,10,Low Profit
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,2.23,188.37000000000003,4.03,10,Low Profit
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,2.0833333333333335,52.5,4.05,10,Low Profit
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,2.0833333333333335,52.5,4.04,10,Low Profit
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,1.0645454545454545,96.88999999999999,4.02,10,Low Profit
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,1.3836842105263158,394.15999999999997,3.99,10,Low Profit
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,2.1,79.80000000000001,4.04,10,Low Profit
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,2.1,37.800000000000004,4.05,10,Low Profit
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,9.359545454545454,1146.97,4.02,10,Medium Profit
84816,DANISH ROSE BEDSIDE CABINET,13,39.95,519.35,4.05,10,Low Profit
84817,DANISH ROSE DECORATIVE PLATE,951,1.4351785714285714,710.64,3.86,5,Low Profit
84818,DANISH ROSE PHOTO FRAME,1423,1.3489898989898987,1460.81,3.77,0,Medium Profit
84819,DANISH ROSE ROUND SEWING BOX,811,2.2196774193548388,951.79,3.89,5,Low Profit
84820,DANISH ROSE TRINKET TRAYS,259,3.877741935483871,483.05,4.0,10,Low Profit
84821,DANISH ROSE DELUXE COASTER,935,0.614390243902439,407.15,3.87,5,Low Profit
84823,DANISH ROSE FOLDING CHAIR,112,7.95,890.4000000000001,4.03,10,Low Profit
84824,DANISH ROSE UMBRELLA STAND,2,15.95,31.9,4.05,10,Low Profit
84826,ASSTD DESIGN 3D PAPER STICKERS,1159,0.54875,386.83,3.82,0,Low Profit
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,0.465,153.09,3.95,5,Low Profit
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,119,1.25,148.75,4.03,10,Low Profit
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1.320204081632653,1038.66,3.89,5,Medium Profit
84832,ZINC WILLIE WINKIE  CANDLE STICK,2606,0.8724607329842932,2176.1,3.53,0,Medium Profit
84836,ZINC METAL HEART DECORATION,5750,1.255514403292181,7099.93,2.91,0,High Profit
84840,SWEETHEART CARRY-ALL BASKET,3,8.5,25.5,4.05,10,Low Profit
84842,HELLO SAILOR BATHROOM SET,14,3.75,52.5,4.05,10,Low Profit
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,5.857142857142857,864.35,4.02,10,Low Profit
84846A,SCENTED CANDLE IN DIGITALIS TIN,52,2.1,109.20000000000002,4.04,10,Low Profit
84847,FLORAL BATHROOM SET,20,3.75,75.0,4.05,10,Low Profit
84849A,HELLO SAILOR BLUE SOAP HOLDER,155,1.69,261.95,4.02,10,Low Profit
84849B,FAIRY SOAP SOAP HOLDER,232,1.69,392.08,4.01,10,Low Profit
84849D,HOT BATHS SOAP HOLDER,479,1.69,809.51,3.96,10,Low Profit
84854,GIRLY PINK TOOL SET,5,4.95,24.75,4.05,10,Low Profit
84857B,BLUE MONTE CARLO HANDBAG,24,1.95,46.8,4.05,10,Low Profit
84857C,PINK MONTE CARLO HANDBAG,95,2.76875,198.35,4.03,10,Low Profit
84858C,PINK RIVIERA HANDBAG,185,4.07,250.05,4.01,10,Low Profit
84859A,SILVER DISCO HANDBAG,123,2.2196774193548388,248.20999999999998,4.03,10,Low Profit
84859B,BLUE DISCO HANDBAG,30,2.168,60.68,4.05,10,Low Profit
84859C,PINK DISCO HANDBAG,83,2.348095238095238,176.39,4.04,10,Low Profit
84865,NEW BAROQUE BLACK PHOTO ALBUM,24,5.9772727272727275,109.65,4.05,10,Low Profit
84870B,BLUE GEISHA GIRL ,20,3.75,75.0,4.05,10,Low Profit
84870C,GREEN GEISHA GIRL ,20,3.75,75.0,4.05,10,Low Profit
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,16.95,50.849999999999994,4.05,10,Low Profit
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,16.95,33.9,4.05,10,Low Profit
84874B,BLUE TRAVEL FIRST AID KIT,34,1.65,56.1,4.04,10,Low Profit
84875B,GREEN SQUARE COMPACT MIRROR,125,1.5833333333333333,168.75,4.03,10,Low Profit
84875D,BLUE SQUARE COMPACT MIRROR,51,1.25,63.75,4.04,10,Low Profit
84876B,GREEN HEART COMPACT MIRROR,201,1.25,251.25,4.01,10,Low Profit
84876D,BLUE HEART COMPACT MIRROR,124,2.2916666666666665,187.5,4.03,10,Low Profit
84877A,PINK ROUND COMPACT MIRROR,12,1.25,15.0,4.05,10,Low Profit
84877B,GREEN ROUND COMPACT MIRROR,126,1.25,157.5,4.03,10,Low Profit
84877D,BLUE ROUND COMPACT MIRROR,87,1.7045454545454546,121.25,4.03,10,Low Profit
84879,ASSORTED COLOUR BIRD ORNAMENT,35263,1.6807096774193548,56413.03,0.1,0,High Profit
84880,WHITE WIRE EGG HOLDER,301,7.047727272727272,1881.15,3.99,10,Medium Profit
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,6.35,69.85,4.05,10,Low Profit
84882,GREEN WIRE STANDING CANDLE HOLDER,34,3.75,127.5,4.04,10,Low Profit
84884A,ANT WHITE WIRE HEART SPIRAL,286,4.028125,1076.66,3.99,10,Medium Profit
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,2.1,94.50000000000001,4.04,10,Low Profit
84905,PINK BUTTERFLY CUSHION COVER ,12,4.95,59.400000000000006,4.05,10,Low Profit
84906,PINK B'FLY C/COVER W BOBBLES,11,5.95,65.45,4.05,10,Low Profit
84906,PINK BUTTERFLY CUSHION COVER,17,1.95,33.15,4.05,10,Low Profit
84907,PINK YELLOW PATCH CUSHION COVER,5,7.650000000000001,38.25,4.05,10,Low Profit
84910A,PINK PAISLEY CUSHION COVER ,10,5.95,59.5,4.05,10,Low Profit
84912A,PINK ROSE WASHBAG,103,3.75,386.25,4.03,10,Low Profit
84912B,GREEN ROSE WASHBAG,148,3.75,555.0,4.02,10,Low Profit
84913A,SOFT PINK ROSE TOWEL ,37,4.65,172.05,4.04,10,Low Profit
84913B,MINT GREEN ROSE TOWEL,70,4.65,325.5,4.04,10,Low Profit
84915,HAND TOWEL PINK FLOWER AND DAISY,199,2.89,281.95,4.01,10,Low Profit
84916,HAND TOWEL PALE BLUE W FLOWERS,212,3.8055555555555554,407.4,4.01,10,Low Profit
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,3.2642857142857147,400.5,4.02,10,Low Profit
84919,BLUE CUSHION COVER WITH FLOWER,29,6.95,201.55,4.05,10,Low Profit
84920,PINK FLOWER FABRIC PONY,71,3.75,266.25,4.04,10,Low Profit
84921,CREAM AND PINK FLOWERS PONY ,11,3.75,41.25,4.05,10,Low Profit
84922,PINK BUTTERFLY WASHBAG,8,4.25,34.0,4.05,10,Low Profit
84924A,WAKE UP COCKEREL CALENDAR SIGN ,72,4.059166666666667,281.13,4.04,10,Low Profit
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,0.79,7.9,4.05,10,Low Profit
84925D,LA PALMIERA WALL THERMOMETER,15,2.55,38.25,4.05,10,Low Profit
84925F,PSYCHEDELIC WALL THERMOMETER,79,1.9214285714285713,109.92999999999999,4.04,10,Low Profit
84926A,WAKE UP COCKEREL TILE COASTER,597,0.47580645161290325,198.08999999999997,3.93,5,Low Profit
84926D,LA PALMIERA TILE COASTER,705,0.6515624999999999,266.64,3.91,5,Low Profit
84926E,FLOWERS TILE COASTER,966,0.44054054054054054,322.88,3.86,5,Low Profit
84926F,PSYCHEDELIC TILE COASTER,423,0.9091304347826087,178.0,3.97,10,Low Profit
84927A,WAKE UP COCKEREL TILE HOOK,46,1.4892857142857143,53.85,4.04,10,Low Profit
84927D,LA PALMIERA TILE HOOK,44,0.8563636363636363,39.39,4.04,10,Low Profit
84927E,FLOWERS TILE HOOK,57,1.53,71.82000000000001,4.04,10,Low Profit
84927F,PSYCHEDELIC TILE HOOK,295,0.7971428571428573,166.35,3.99,10,Low Profit
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,0.2770967741935484,545.1600000000001,3.6,0,Low Profit
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,2.55,209.1,4.04,10,Low Profit
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,131,2.55,334.04999999999995,4.03,10,Low Profit
84944,SET OF 6 KASHMIR FOLKART BAUBLES,563,2.1555555555555554,1014.7499999999999,3.94,5,Medium Profit
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10267,0.8538585209003215,8259.25,2.0,0,High Profit
84946,ANTIQUE SILVER T-LIGHT GLASS,12949,1.2427746741154562,15176.42,1.47,0,High Profit
84946,ANTIQUE SILVER TEA GLASS ETCHED,3487,1.2224827586206897,4016.75,3.36,0,Medium Profit
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8219,1.2456890459363958,9271.84,2.41,0,High Profit
84949,SILVER HANGING T-LIGHT HOLDER,4653,1.6325396825396825,7173.449999999999,3.12,0,High Profit
84950,ASSORTED COLOUR T-LIGHT HOLDER,3349,0.6763636363636364,1983.17,3.38,0,Medium Profit
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,362,1.0033333333333334,314.27,3.98,10,Low Profit
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,1.0784375,318.44,3.99,10,Low Profit
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,4.368333333333333,146.21,4.04,10,Low Profit
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,145,3.266153846153846,247.46,4.02,10,Low Profit
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,3.0,225.0,4.02,10,Low Profit
84963A,PINK PAINTED KASHMIRI CHAIR,4,42.95,171.8,4.05,10,Low Profit
84963B,BLUE PAINTED KASHMIRI CHAIR,3,49.95,149.85000000000002,4.05,10,Low Profit
84968A,SET OF 16 VINTAGE ROSE CUTLERY,147,12.676530612244898,1787.85,4.02,10,Medium Profit
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,12.75,25.5,4.05,10,Low Profit
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,12.75,1198.5,4.03,10,Medium Profit
84968D,SET OF 16 VINTAGE RED CUTLERY,62,13.537741935483872,814.92,4.04,10,Low Profit
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,13.141363636363637,1035.06,4.03,10,Medium Profit
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,12.69,951.3,4.04,10,Low Profit
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,4.402876712328767,1267.99,3.99,10,Medium Profit
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5699,1.0274777448071217,5663.53,2.92,0,High Profit
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8444,0.8687864077669902,6808.49,2.37,0,High Profit
84971S,SMALL HEART FLOWERS HOOK ,1654,0.8574782608695652,1365.5,3.72,0,Medium Profit
84974,S/2 ZINC HEART DESIGN PLANTERS,39,9.95,388.04999999999995,4.04,10,Low Profit
84975,HEART SHAPED MIRROR,5,1.69,8.45,4.05,10,Low Profit
84976,RECTANGULAR SHAPED MIRROR,502,1.000344827586207,420.68,3.95,5,Low Profit
84978,HANGING HEART JAR T-LIGHT HOLDER,10961,1.2278856152512998,12650.970000000001,1.87,0,High Profit
84984A,GREEN PEONY CUSHION COVER,19,4.65,88.35000000000001,4.05,10,Low Profit
84984B,RED PEONY CUSHION COVER ,17,4.65,79.05000000000001,4.05,10,Low Profit
84984D,ORIENTAL RED CUSHION COVER ,13,4.65,60.45,4.05,10,Low Profit
84985A,SET OF 72 GREEN PAPER DOILIES,41,1.45,59.449999999999996,4.04,10,Low Profit
84987,SET OF 36 TEATIME PAPER DOILIES,2926,1.4633749999999999,4075.7799999999997,3.47,0,Medium Profit
84988,SET OF 72 PINK HEART PAPER DOILIES,3953,1.4693181818181817,5565.23,3.26,0,High Profit
84989A,75 GREEN FAIRY CAKE CASES,27,0.55,14.850000000000001,4.05,10,Low Profit
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,0.55,1.1,4.05,10,Low Profit
84991,60 TEATIME FAIRY CAKE CASES,17664,0.5481696428571429,8604.62,0.53,0,High Profit
84992,72 SWEETHEART FAIRY CAKE CASES,13029,0.556116504854369,6252.35,1.45,0,High Profit
84993A,75 GREEN PETIT FOUR CASES,305,0.42,128.1,3.99,10,Low Profit
84993B,75 BLACK PETIT FOUR CASES,57,0.42,23.94,4.04,10,Low Profit
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1688,4.1891566265060245,6599.06,3.72,0,High Profit
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,3.816470588235294,3019.23,3.88,5,Medium Profit
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2492,4.149827586206897,9603.68,3.55,0,High Profit
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1543,3.7940816326530613,5555.13,3.74,0,High Profit
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1170,3.8011340206185564,4213.34,3.82,0,Medium Profit
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523,4.119668246445499,9827.25,3.55,0,High Profit
84997D,CHILDRENS CUTLERY POLKADOT PINK,3528,4.172576687116565,13788.300000000001,3.35,0,High Profit
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1392,3.803861386138614,5010.400000000001,3.77,0,High Profit
85006,SET 4 NURSERY DES ROUND BOXES,55,1.55,57.25,4.04,10,Low Profit
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,4.457142857142857,55.95,4.05,10,Low Profit
85014A,BLACK/BLUE POLKADOT UMBRELLA,1132,6.0967578125,6361.990000000001,3.83,0,High Profit
85014B,RED RETROSPOT UMBRELLA,1841,6.093861386138614,10217.720000000001,3.68,0,High Profit
85015,SET OF 12  VINTAGE POSTCARD SET,2128,1.0183185840707965,1590.1200000000001,3.63,0,Medium Profit
85016,SET OF 6 VINTAGE NOTELETS KIT,522,1.7139999999999997,459.0,3.95,5,Low Profit
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,0.85,5.1,4.05,10,Low Profit
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,0.4998666666666667,491.55,3.86,5,Low Profit
85017C,ENVELOPE 50 CURIOUS IMAGES,49,0.6154545454545454,26.17,4.04,10,Low Profit
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,2.55,30.599999999999998,4.05,10,Low Profit
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,1.7857142857142858,547.25,3.97,10,Low Profit
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,1.37,640.5,3.95,10,Low Profit
85019C,CURIOUS  IMAGES NOTEBOOK SET,181,2.45,262.25,4.02,10,Low Profit
85020,ROUND PINK HEART MIRROR,78,2.1,163.8,4.04,10,Low Profit
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,2.5124999999999997,232.8,4.03,10,Low Profit
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,1.633333333333333,289.65,4.01,10,Low Profit
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,1.65,19.799999999999997,4.05,10,Low Profit
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,303,1.6404761904761902,471.15,3.99,10,Low Profit
85025C,PINK HEART SHAPE PHOTO FRAME,307,1.643103448275862,476.34999999999997,3.99,10,Low Profit
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,0.85,63.75,4.04,10,Low Profit
85027L,FRENCH CHATEAU LARGE PLATTER ,70,2.95,160.5,4.04,10,Low Profit
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10,1.95,19.5,4.05,10,Low Profit
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,2.025,51.599999999999994,4.05,10,Low Profit
85030,FRENCH CHATEAU OVAL PLATTER,15,1.95,29.25,4.05,10,Low Profit
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,3.892857142857143,45.9,4.05,10,Low Profit
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,4.95,4.05,10,Low Profit
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,4.95,14.850000000000001,4.05,10,Low Profit
85032A,ROMANTIC IMAGES GIFT WRAP SET,737,0.7708333333333334,679.1500000000001,3.9,5,Low Profit
