StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
84659A,WHITE TRAVEL ALARM CLOCK,134,314.31,Slow Moving,NO
84660A,WHITE STITCHED WALL CLOCK,837,761.9,Medium Moving,YES
84660B,BLACK STITCHED WALL CLOCK,695,684.65,Medium Moving,YES
84660C,PINK STITCHED WALL CLOCK,639,590.57,Medium Moving,YES
84661A,WHITE SQUARE TABLE CLOCK,94,132.99,Slow Moving,NO
84661B,BLACK SQUARE TABLE CLOCK,95,225.48999999999998,Slow Moving,NO
84661C,PINK SQUARE TABLE CLOCK,62,70.10000000000001,Slow Moving,NO
84663A,GRASS HOPPER WOODEN WALL CLOCK ,260,324.04,Medium Moving,NO
84665,SQUARE CHERRY BLOSSOM CABINET,105,624.75,Slow Moving,NO
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.80000000000001,Slow Moving,NO
84673A,PINK FLY SWAT,63,40.95,Slow Moving,NO
84673B,BLUE FLY SWAT,135,114.21000000000001,Slow Moving,NO
84674,FLYING PIG WATERING CAN,186,426.3,Slow Moving,NO
84675,FROG KING WATERING CAN,9,26.55,Slow Moving,NO
84678,CLASSICAL ROSE SMALL VASE,138,227.1,Slow Moving,NO
84679,CLASSICAL ROSE TABLE LAMP,6,55.7,Slow Moving,NO
84683,CLASSICAL ROSE CANDLESTAND,187,147.35000000000002,Slow Moving,NO
84685,BEACH HUT KEY CABINET,21,78.75,Slow Moving,NO
84686,BEACH HUT MIRROR,49,66.39,Slow Moving,NO
84687,BEACH HUT SHELF W 3 DRAWERS,70,376.5,Slow Moving,NO
84688,BEACH HUT DESIGN BLACKBOARD,34,144.5,Slow Moving,NO
84689,S/2 BEACH HUT TREASURE CHESTS,3,9.95,Slow Moving,NO
84691,PACK 20 DOLLY PEGS,242,174.5,Medium Moving,NO
84692,BOX OF 24 COCKTAIL PARASOLS,6803,2808.57,Fast Moving,YES
84705C,PINK FLOCK PHOTO FRAME ,12,15.0,Slow Moving,NO
84706D,CHERRY BLOSSOM TABLE CLOCK ,6,25.7,Slow Moving,NO
84706F,RED PEONY TABLE CLOCK,16,47.2,Slow Moving,NO
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,66,440.73999999999995,Slow Moving,NO
84707B,PINK JEWELLED MIRROR TRINKET TRAY,29,178.56,Slow Moving,NO
84708B,PINK JEWELLED PHOTO FRAME ,53,256.75,Slow Moving,NO
84709B,PINK OVAL JEWELLED MIRROR,20,119.0,Slow Moving,NO
84711A,SILVER OVAL SHAPE TRINKET BOX,14,139.29999999999998,Slow Moving,NO
84711B,PINK OVAL SHAPE TRINKET BOX,15,149.25,Slow Moving,NO
84712B,PINK JEWELLED PHOTO FRAME,19,147.87,Slow Moving,NO
84715,SET OF 6 ICE CREAM SKITTLES,16,47.2,Slow Moving,NO
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,Slow Moving,NO
84725,FREESTYLE CANVAS ART PICTURE,41,39.65,Slow Moving,NO
84731,3 BIRDS CANVAS SCREEN,2,2.04,Slow Moving,NO
84732B,CUTE BIRD CEATURE SCREEN,22,8.58,Slow Moving,NO
84732D,CUTE RABBIT CEATURE SCREEN ,11,4.29,Slow Moving,NO
84741C,CITRUS GARLAND FELT FLOWERS ,60,117.0,Slow Moving,NO
84743C,ORANGE FELT VASE + FLOWERS,1,1.25,Slow Moving,NO
84744,S/6 SEW ON CROCHET FLOWERS,108,135.0,Slow Moving,NO
84745A,PINK HANGING GINGHAM EASTER HEN,32,13.44,Slow Moving,NO
84745B,BLUE HANGING GINGHAM EASTER HEN,32,13.44,Slow Moving,NO
84746,PINK EASTER HENS+FLOWER,3,11.25,Slow Moving,NO
84748,FOLK FELT HANGING MULTICOL GARLAND,24,90.0,Slow Moving,NO
84750A,PINK SMALL GLASS CAKE STAND,24,46.8,Slow Moving,NO
84750B,BLACK SMALL GLASS CAKE STAND,61,54.99,Slow Moving,NO
84751B,BLACK MEDIUM GLASS CAKE STAND,17,37.11,Slow Moving,NO
84754,S/15 SILVER GLASS BAUBLES IN BAG,502,586.46,Medium Moving,YES
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,15563,9566.51,Fast Moving,YES
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,62.349999999999994,Slow Moving,NO
84763,ZINC FINISH 15CM PLANTER POTS,573,679.01,Medium Moving,YES
84766,SILVER ROCOCO CANDLE STICK,146,340.7,Slow Moving,NO
84773,RED ROSE AND LACE C/COVER,3,8.850000000000001,Slow Moving,NO
84789,ENCHANTED BIRD PLANT CAGE,180,595.8000000000001,Slow Moving,NO
84792,ENCHANTED BIRD COATHANGER 5 HOOK,774,3470.5400000000004,Medium Moving,YES
84795B,SUNSET CHECK HAMMOCK,167,1249.65,Slow Moving,NO
84795C,OCEAN STRIPE HAMMOCK ,2,15.9,Slow Moving,NO
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,14,178.5,Slow Moving,NO
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,69,793.3499999999999,Slow Moving,NO
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,14,35.699999999999996,Slow Moving,NO
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,7,17.849999999999998,Slow Moving,NO
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,220,155.48,Medium Moving,NO
84800L,LARGE WHITE/PINK ROSE ART FLOWER,360,639.36,Medium Moving,NO
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,127,174.31,Slow Moving,NO
84800S,SMALL WHITE/PINK ROSE ART FLOWER,107,120.07000000000001,Slow Moving,NO
84801A,PINK HYDRANGEA ART FLOWER,46,96.60000000000001,Slow Moving,NO
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,Slow Moving,NO
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,Slow Moving,NO
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,Slow Moving,NO
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,15,25.35,Slow Moving,NO
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,70,180.58,Slow Moving,NO
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,99,188.37000000000003,Slow Moving,NO
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,52.5,Slow Moving,NO
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,Slow Moving,NO
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,Slow Moving,NO
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,296,394.15999999999997,Medium Moving,NO
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,79.80000000000001,Slow Moving,NO
84809B,PINK CHRYSANTHEMUMS ART FLOWER,18,37.800000000000004,Slow Moving,NO
84813,SET OF 4 DIAMOND NAPKIN RINGS,145,1146.97,Slow Moving,NO
84816,DANISH ROSE BEDSIDE CABINET,13,519.35,Slow Moving,NO
84817,DANISH ROSE DECORATIVE PLATE,951,710.64,Medium Moving,YES
84818,DANISH ROSE PHOTO FRAME,1423,1460.81,Fast Moving,YES
84819,DANISH ROSE ROUND SEWING BOX,811,951.79,Medium Moving,YES
84820,DANISH ROSE TRINKET TRAYS,259,483.05,Medium Moving,NO
84821,DANISH ROSE DELUXE COASTER,935,407.15,Medium Moving,YES
84823,DANISH ROSE FOLDING CHAIR,112,890.4000000000001,Slow Moving,NO
84824,DANISH ROSE UMBRELLA STAND,2,31.9,Slow Moving,NO
84826,ASSTD DESIGN 3D PAPER STICKERS,1159,386.83,Fast Moving,YES
84827,ASS DES PHONE SPONGE CRAFT STICKER,509,153.09,Medium Moving,YES
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,119,148.75,Slow Moving,NO
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,831,1038.66,Medium Moving,YES
84832,ZINC WILLIE WINKIE  CANDLE STICK,2606,2176.1,Fast Moving,YES
84836,ZINC METAL HEART DECORATION,5750,7099.93,Fast Moving,YES
84840,SWEETHEART CARRY-ALL BASKET,3,25.5,Slow Moving,NO
84842,HELLO SAILOR BATHROOM SET,14,52.5,Slow Moving,NO
84843,WHITE SOAP RACK WITH 2 BOTTLES,161,864.35,Slow Moving,NO
84846A,SCENTED CANDLE IN DIGITALIS TIN,52,109.20000000000002,Slow Moving,NO
84847,FLORAL BATHROOM SET,20,75.0,Slow Moving,NO
84849A,HELLO SAILOR BLUE SOAP HOLDER,155,261.95,Slow Moving,NO
84849B,FAIRY SOAP SOAP HOLDER,232,392.08,Medium Moving,NO
84849D,HOT BATHS SOAP HOLDER,479,809.51,Medium Moving,NO
84854,GIRLY PINK TOOL SET,5,24.75,Slow Moving,NO
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,Slow Moving,NO
84857C,PINK MONTE CARLO HANDBAG,95,198.35,Slow Moving,NO
84858C,PINK RIVIERA HANDBAG,185,250.05,Slow Moving,NO
84859A,SILVER DISCO HANDBAG,123,248.20999999999998,Slow Moving,NO
84859B,BLUE DISCO HANDBAG,30,60.68,Slow Moving,NO
84859C,PINK DISCO HANDBAG,83,176.39,Slow Moving,NO
84865,NEW BAROQUE BLACK PHOTO ALBUM,24,109.65,Slow Moving,NO
84870B,BLUE GEISHA GIRL ,20,75.0,Slow Moving,NO
84870C,GREEN GEISHA GIRL ,20,75.0,Slow Moving,NO
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,50.849999999999994,Slow Moving,NO
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,Slow Moving,NO
84874B,BLUE TRAVEL FIRST AID KIT,34,56.1,Slow Moving,NO
84875B,GREEN SQUARE COMPACT MIRROR,125,168.75,Slow Moving,NO
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,Slow Moving,NO
84876B,GREEN HEART COMPACT MIRROR,201,251.25,Medium Moving,NO
84876D,BLUE HEART COMPACT MIRROR,124,187.5,Slow Moving,NO
84877A,PINK ROUND COMPACT MIRROR,12,15.0,Slow Moving,NO
84877B,GREEN ROUND COMPACT MIRROR,126,157.5,Slow Moving,NO
84877D,BLUE ROUND COMPACT MIRROR,87,121.25,Slow Moving,NO
84879,ASSORTED COLOUR BIRD ORNAMENT,35263,56413.03,Fast Moving,YES
84880,WHITE WIRE EGG HOLDER,301,1881.15,Medium Moving,NO
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,69.85,Slow Moving,NO
84882,GREEN WIRE STANDING CANDLE HOLDER,34,127.5,Slow Moving,NO
84884A,ANT WHITE WIRE HEART SPIRAL,286,1076.66,Medium Moving,NO
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,94.50000000000001,Slow Moving,NO
84905,PINK BUTTERFLY CUSHION COVER ,12,59.400000000000006,Slow Moving,NO
84906,PINK B'FLY C/COVER W BOBBLES,11,65.45,Slow Moving,NO
84906,PINK BUTTERFLY CUSHION COVER,17,33.15,Slow Moving,NO
84907,PINK YELLOW PATCH CUSHION COVER,5,38.25,Slow Moving,NO
84910A,PINK PAISLEY CUSHION COVER ,10,59.5,Slow Moving,NO
84912A,PINK ROSE WASHBAG,103,386.25,Slow Moving,NO
84912B,GREEN ROSE WASHBAG,148,555.0,Slow Moving,NO
84913A,SOFT PINK ROSE TOWEL ,37,172.05,Slow Moving,NO
84913B,MINT GREEN ROSE TOWEL,70,325.5,Slow Moving,NO
84915,HAND TOWEL PINK FLOWER AND DAISY,199,281.95,Slow Moving,NO
84916,HAND TOWEL PALE BLUE W FLOWERS,212,407.4,Medium Moving,NO
84917,WHITE HAND TOWEL WITH BUTTERFLY,170,400.5,Slow Moving,NO
84919,BLUE CUSHION COVER WITH FLOWER,29,201.55,Slow Moving,NO
84920,PINK FLOWER FABRIC PONY,71,266.25,Slow Moving,NO
84921,CREAM AND PINK FLOWERS PONY ,11,41.25,Slow Moving,NO
84922,PINK BUTTERFLY WASHBAG,8,34.0,Slow Moving,NO
84924A,WAKE UP COCKEREL CALENDAR SIGN ,72,281.13,Slow Moving,NO
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,Slow Moving,NO
84925D,LA PALMIERA WALL THERMOMETER,15,38.25,Slow Moving,NO
84925F,PSYCHEDELIC WALL THERMOMETER,79,109.92999999999999,Slow Moving,NO
84926A,WAKE UP COCKEREL TILE COASTER,597,198.08999999999997,Medium Moving,YES
84926D,LA PALMIERA TILE COASTER,705,266.64,Medium Moving,YES
84926E,FLOWERS TILE COASTER,966,322.88,Medium Moving,YES
84926F,PSYCHEDELIC TILE COASTER,423,178.0,Medium Moving,NO
84927A,WAKE UP COCKEREL TILE HOOK,46,53.85,Slow Moving,NO
84927D,LA PALMIERA TILE HOOK,44,39.39,Slow Moving,NO
84927E,FLOWERS TILE HOOK,57,71.82000000000001,Slow Moving,NO
84927F,PSYCHEDELIC TILE HOOK,295,166.35,Medium Moving,NO
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,2244,545.1600000000001,Fast Moving,YES
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,209.1,Slow Moving,NO
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,131,334.04999999999995,Slow Moving,NO
84944,SET OF 6 KASHMIR FOLKART BAUBLES,563,1014.7499999999999,Medium Moving,YES
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,10267,8259.25,Fast Moving,YES
84946,ANTIQUE SILVER T-LIGHT GLASS,12949,15176.42,Fast Moving,YES
84946,ANTIQUE SILVER TEA GLASS ETCHED,3487,4016.75,Fast Moving,YES
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,8219,9271.84,Fast Moving,YES
84949,SILVER HANGING T-LIGHT HOLDER,4653,7173.449999999999,Fast Moving,YES
84950,ASSORTED COLOUR T-LIGHT HOLDER,3349,1983.17,Fast Moving,YES
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,362,314.27,Medium Moving,NO
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,334,318.44,Medium Moving,NO
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,38,146.21,Slow Moving,NO
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,145,247.46,Slow Moving,NO
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,140,225.0,Slow Moving,NO
84963A,PINK PAINTED KASHMIRI CHAIR,4,171.8,Slow Moving,NO
84963B,BLUE PAINTED KASHMIRI CHAIR,3,149.85000000000002,Slow Moving,NO
84968A,SET OF 16 VINTAGE ROSE CUTLERY,147,1787.85,Slow Moving,NO
84968B,SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,Slow Moving,NO
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,94,1198.5,Slow Moving,NO
84968D,SET OF 16 VINTAGE RED CUTLERY,62,814.92,Slow Moving,NO
84968E,SET OF 16 VINTAGE BLACK CUTLERY,87,1035.06,Slow Moving,NO
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,78,951.3,Slow Moving,NO
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,295,1267.99,Medium Moving,NO
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5699,5663.53,Fast Moving,YES
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8444,6808.49,Fast Moving,YES
84971S,SMALL HEART FLOWERS HOOK ,1654,1365.5,Fast Moving,YES
84974,S/2 ZINC HEART DESIGN PLANTERS,39,388.04999999999995,Slow Moving,NO
84975,HEART SHAPED MIRROR,5,8.45,Slow Moving,NO
84976,RECTANGULAR SHAPED MIRROR,502,420.68,Medium Moving,YES
84978,HANGING HEART JAR T-LIGHT HOLDER,10961,12650.970000000001,Fast Moving,YES
84984A,GREEN PEONY CUSHION COVER,19,88.35000000000001,Slow Moving,NO
84984B,RED PEONY CUSHION COVER ,17,79.05000000000001,Slow Moving,NO
84984D,ORIENTAL RED CUSHION COVER ,13,60.45,Slow Moving,NO
84985A,SET OF 72 GREEN PAPER DOILIES,41,59.449999999999996,Slow Moving,NO
84987,SET OF 36 TEATIME PAPER DOILIES,2926,4075.7799999999997,Fast Moving,YES
84988,SET OF 72 PINK HEART PAPER DOILIES,3953,5565.23,Fast Moving,YES
84989A,75 GREEN FAIRY CAKE CASES,27,14.850000000000001,Slow Moving,NO
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,Slow Moving,NO
84991,60 TEATIME FAIRY CAKE CASES,17664,8604.62,Fast Moving,YES
84992,72 SWEETHEART FAIRY CAKE CASES,13029,6252.35,Fast Moving,YES
84993A,75 GREEN PETIT FOUR CASES,305,128.1,Medium Moving,NO
84993B,75 BLACK PETIT FOUR CASES,57,23.94,Slow Moving,NO
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1688,6599.06,Fast Moving,YES
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,3019.23,Medium Moving,YES
84997B,CHILDRENS CUTLERY RETROSPOT RED ,2492,9603.68,Fast Moving,YES
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1543,5555.13,Fast Moving,YES
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1170,4213.34,Fast Moving,YES
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2523,9827.25,Fast Moving,YES
84997D,CHILDRENS CUTLERY POLKADOT PINK,3528,13788.300000000001,Fast Moving,YES
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1392,5010.400000000001,Fast Moving,YES
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,Slow Moving,NO
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,55.95,Slow Moving,NO
85014A,BLACK/BLUE POLKADOT UMBRELLA,1132,6361.990000000001,Fast Moving,YES
85014B,RED RETROSPOT UMBRELLA,1841,10217.720000000001,Fast Moving,YES
85015,SET OF 12  VINTAGE POSTCARD SET,2128,1590.1200000000001,Fast Moving,YES
85016,SET OF 6 VINTAGE NOTELETS KIT,522,459.0,Medium Moving,YES
85017A,ENVELOPE 50 ROMANTIC IMAGES,6,5.1,Slow Moving,NO
85017B,ENVELOPE 50 BLOSSOM IMAGES,947,491.55,Medium Moving,YES
85017C,ENVELOPE 50 CURIOUS IMAGES,49,26.17,Slow Moving,NO
85018D,YULETIDE IMAGES S/6 PAPER BOXES,12,30.599999999999998,Slow Moving,NO
85019A,ROMANTIC IMAGES NOTEBOOK SET,409,547.25,Medium Moving,NO
85019B,BLOSSOM  IMAGES NOTEBOOK SET,498,640.5,Medium Moving,NO
85019C,CURIOUS  IMAGES NOTEBOOK SET,181,262.25,Slow Moving,NO
85020,ROUND PINK HEART MIRROR,78,163.8,Slow Moving,NO
85023B,EAU DE NILE JEWELLED PHOTOFRAME,104,232.8,Slow Moving,NO
85024B,EAU DE NILE JEWELLED PHOTOFRAME,193,289.65,Slow Moving,NO
85024C,PINK SMALL JEWELLED PHOTOFRAME,12,19.799999999999997,Slow Moving,NO
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,303,471.15,Medium Moving,NO
85025C,PINK HEART SHAPE PHOTO FRAME,307,476.34999999999997,Medium Moving,NO
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,63.75,Slow Moving,NO
85027L,FRENCH CHATEAU LARGE PLATTER ,70,160.5,Slow Moving,NO
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,10,19.5,Slow Moving,NO
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.599999999999994,Slow Moving,NO
85030,FRENCH CHATEAU OVAL PLATTER,15,29.25,Slow Moving,NO
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,45.9,Slow Moving,NO
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,Slow Moving,NO
85031C,CURIOUS IMAGES SCRAP BOOK SET,3,14.850000000000001,Slow Moving,NO
85032A,ROMANTIC IMAGES GIFT WRAP SET,737,679.1500000000001,Medium Moving,YES
85032B,BLOSSOM IMAGES GIFT WRAP SET,739,655.8000000000001,Medium Moving,YES
85032C,CURIOUS IMAGES GIFT WRAP SET,595,565.1,Medium Moving,YES
85032D,YULETIDE IMAGES GIFT WRAP SET,630,467.50000000000006,Medium Moving,YES
85034A,3 GARDENIA MORRIS BOXED CANDLES,489,840.29,Medium Moving,NO
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,880,1357.44,Medium Moving,YES
85034C,3 ROSE MORRIS BOXED CANDLES,1068,1555.64,Fast Moving,YES
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,260,677.04,Medium Moving,NO
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,557,816.25,Medium Moving,YES
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1090,1592.7,Fast Moving,YES
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,199,631.03,Slow Moving,NO
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,352,553.58,Medium Moving,NO
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,726,1013.52,Medium Moving,YES
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1014,1985.8600000000001,Fast Moving,YES
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,443,583.2499999999999,Medium Moving,NO
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,491,669.91,Medium Moving,NO
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,222,129.94,Medium Moving,NO
85040A,S/4 PINK FLOWER CANDLES IN BOWL,805,1344.8899999999999,Medium Moving,YES
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,135,222.74999999999997,Slow Moving,NO
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,41,186.15,Slow Moving,NO
85047,WHITE BEADED GARLAND STRING 20LIGHT,3,19.049999999999997,Slow Moving,NO
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266,9374.7,Fast Moving,YES
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903,3602.8,Fast Moving,YES
85049B,LUSH GREENS RIBBONS,54,67.5,Slow Moving,NO
85049C,ROMANTIC PINKS RIBBONS ,1196,1468.85,Fast Moving,YES
85049D,BRIGHT BLUES RIBBONS ,537,671.25,Medium Moving,YES
85049E,SCANDINAVIAN REDS RIBBONS,2741,3492.2,Fast Moving,YES
85049F,BABY BOOM RIBBONS ,374,467.5,Medium Moving,NO
85049G,CHOCOLATE BOX RIBBONS ,1573,1917.58,Fast Moving,YES
85049H,URBAN BLACK RIBBONS ,447,519.22,Medium Moving,NO
85053,FRENCH ENAMEL CANDLEHOLDER,1541,3087.5200000000004,Fast Moving,YES
85054,FRENCH ENAMEL POT W LID,549,1227.41,Medium Moving,YES
85055,FRENCH ENAMEL UTENSIL HOLDER,37,122.75,Slow Moving,NO
85059,FRENCH ENAMEL WATER BASIN,290,771.21,Medium Moving,NO
85061W,WHITE JEWELLED HEART DECORATION,1968,1594.5,Fast Moving,YES
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1368,2214.87,Fast Moving,YES
85064,CREAM SWEETHEART LETTER RACK,205,866.05,Medium Moving,NO
85066,CREAM SWEETHEART MINI CHEST,1696,20448.17,Fast Moving,YES
85067,CREAM SWEETHEART WALL CABINET,7,126.64999999999999,Slow Moving,NO
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,976,512.8000000000001,Medium Moving,YES
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1245,618.35,Fast Moving,YES
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",607,313.78,Medium Moving,YES
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,362,205.98,Medium Moving,NO
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1746,376.50000000000006,Fast Moving,YES
85084,HOLLY TOP CHRISTMAS STOCKING,17,14.45,Slow Moving,NO
85086A,CANDY SPOT HEART DECORATION,45,38.25,Slow Moving,NO
85087,CANDY SPOT CUSHION COVER,40,119.36000000000001,Slow Moving,NO
85088,CANDY SPOT HAND BAG,188,385.27000000000004,Slow Moving,NO
85089,CANDY SPOT BUNNY,13,38.35,Slow Moving,NO
85092,CANDY SPOT TEA COSY,27,40.05,Slow Moving,NO
85093,CANDY SPOT EGG WARMER HARE,451,227.49,Medium Moving,NO
85094,CANDY SPOT EGG WARMER RABBIT,501,122.75000000000001,Medium Moving,YES
85095,THREE CANVAS LUGGAGE TAGS,66,128.26,Slow Moving,NO
85096,HILDA CANDY SPOT RABBIT,20,75.0,Slow Moving,NO
85099B,JUMBO BAG RED RETROSPOT,46078,85040.54000000001,Fast Moving,YES
85099C,JUMBO  BAG BAROQUE BLACK WHITE,12771,23630.58,Fast Moving,YES
85099F,JUMBO BAG STRAWBERRY,16771,30569.32,Fast Moving,YES
85103,SILVER T-LIGHT SETTING,91,545.45,Slow Moving,NO
85104,SILVER GLASS T-LIGHT SET,196,502.47999999999996,Slow Moving,NO
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,528,912.9599999999999,Medium Moving,YES
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,241,511.35,Medium Moving,NO
85109,PINK BOUDOIR T-LIGHT HOLDER,12,10.2,Slow Moving,NO
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1395,416.07,Fast Moving,YES
85114A,BLACK ENCHANTED FOREST PLACEMAT,585,893.25,Medium Moving,YES
85114B,IVORY ENCHANTED FOREST PLACEMAT,393,624.4499999999999,Medium Moving,NO
85114C,RED ENCHANTED FOREST PLACEMAT,457,730.05,Medium Moving,NO
85116,BLACK CANDELABRA T-LIGHT HOLDER,694,702.8000000000001,Medium Moving,YES
85118,HEART T-LIGHT HOLDER,142,135.74,Slow Moving,NO
85123A,CREAM HANGING HEART T-LIGHT HOLDER,57,155.35,Slow Moving,NO
85123A,WHITE HANGING HEART T-LIGHT HOLDER,36706,100392.1,Fast Moving,YES
85124B,BLUE JUICY FRUIT PHOTO FRAME,82,209.1,Slow Moving,NO
85124C,GREEN JUICY FRUIT PHOTO FRAME,84,214.2,Slow Moving,NO
85125,SMALL ROUND CUT GLASS CANDLESTICK,127,574.75,Slow Moving,NO
85127,SMALL SQUARE CUT GLASS CANDLESTICK,80,396.0,Slow Moving,NO
85129B,BEADED CRYSTAL HEART GREEN SMALL,101,124.11,Slow Moving,NO
85129C,BEADED CRYSTAL HEART BLUE SMALL,77,99.88,Slow Moving,NO
85129D,BEADED CRYSTAL HEART PINK SMALL,165,240.13,Slow Moving,NO
85130A,BEADED PEARL HEART WHITE LARGE,77,127.04999999999998,Slow Moving,NO
85130B,BEADED CRYSTAL HEART GREEN LARGE,816,707.7,Medium Moving,YES
85130C,BEADED CRYSTAL HEART BLUE  LARGE,478,424.06,Medium Moving,NO
85130D,BEADED CRYSTAL HEART PINK LARGE,552,526.38,Medium Moving,YES
85131A,BEADED PEARL HEART WHITE ON STICK,469,462.17,Medium Moving,NO
85131B,BEADED CRYSTAL HEART GREEN ON STICK,142,120.38,Slow Moving,NO
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,78.71,Slow Moving,NO
85131D,BEADED CRYSTAL HEART PINK ON STICK,115,113.09,Slow Moving,NO
85132A,CHARLIE + LOLA BISCUITS TINS,453,963.3499999999999,Medium Moving,NO
85132B,CHARLIE AND LOLA TABLE TINS,513,1048.35,Medium Moving,YES
85132C,CHARLIE AND LOLA FIGURES TINS,1404,2817.7999999999997,Fast Moving,YES
85135A,YELLOW DRAGONFLY HELICOPTER,15,119.25,Slow Moving,NO
85135B,BLUE DRAGONFLY HELICOPTER,47,373.65000000000003,Slow Moving,NO
85135C,RED DRAGONFLY HELICOPTER,78,620.1,Slow Moving,NO
85136A,YELLOW SHARK HELICOPTER,50,397.5,Slow Moving,NO
85136B,BLUE SHARK HELICOPTER,2,15.9,Slow Moving,NO
